worker_id,name,surname,hours_of_work
6442,Tadeusz,Roj,"2 days, 8:00:00"
16225,Agnieszka,Kucewicz,"2 days, 8:00:00"
13476,Radosław,Starek,"2 days, 8:00:00"
47692,Aniela,Misiaszek,"2 days, 8:00:00"
22080,Bartek,Zaucha,"2 days, 8:00:00"
72794,Maurycy,Jop,"2 days, 8:00:00"
94562,Eryk,Kobza,"2 days, 8:00:00"
29809,Wojciech,Usarek,"2 days, 8:00:00"
69255,Miłosz,Skubis,"2 days, 8:00:00"
98915,Arkadiusz,Mazik,"2 days, 8:00:00"
98663,Kamila,Flieger,"2 days, 8:00:00"
67854,Michał,Nawój,"2 days, 8:00:00"
34299,Aleks,Łaszczyk,"2 days, 8:00:00"
9006,Rozalia,Plich,"2 days, 8:00:00"
47666,Rozalia,Kroll,"2 days, 8:00:00"
5336,Inga,Stąpór,"2 days, 8:00:00"
91769,Liwia,Smolka,"2 days, 8:00:00"
62293,Maciej,Przybycień,"2 days, 8:00:00"
82508,Maciej,Haraburda,"2 days, 8:00:00"
78129,Nataniel,Drop,"2 days, 8:00:00"
38206,Aleksander,Olma,"2 days, 8:00:00"
15106,Witold,Galon,"2 days, 8:00:00"
91720,Ada,Karczmarek,"2 days, 8:00:00"
46269,Krystian,Ryguła,"2 days, 8:00:00"
97331,Juliusz,Graś,"2 days, 8:00:00"
53285,Julianna,Ważny,"2 days, 8:00:00"
69173,Fryderyk,Dumin,"2 days, 8:00:00"
34145,Stefan,Strama,"2 days, 8:00:00"
62233,Sara,Nędzi,"2 days, 8:00:00"
18066,Blanka,Żero,"2 days, 8:00:00"
60386,Oliwier,Klaus,"2 days, 8:00:00"
51509,Ewelina,Zapadka,"2 days, 8:00:00"
98430,Natan,Hubert,"2 days, 8:00:00"
57522,Kalina,Faruga,"2 days, 8:00:00"
9953,Jeremi,Szabla,"2 days, 8:00:00"
44792,Przemysław,Waloch,"2 days, 8:00:00"
86650,Maciej,Święs,"2 days, 8:00:00"
12397,Antoni,Panasiewicz,"2 days, 8:00:00"
104811,Kornel,Sacharczuk,"2 days, 8:00:00"
79721,Błażej,Grochola,"2 days, 8:00:00"
22037,Damian,Fojt,"2 days, 8:00:00"
21263,Kajetan,Szajner,"2 days, 8:00:00"
49963,Maks,Grubba,"2 days, 8:00:00"
37728,Jędrzej,Labocha,"2 days, 8:00:00"
8731,Tobiasz,Franczuk,"2 days, 8:00:00"
40499,Róża,Jonik,"2 days, 8:00:00"
23580,Stanisław,Suda,"2 days, 8:00:00"
101000,Karol,Piaseczna,"2 days, 8:00:00"
87022,Sonia,Kumorek,"2 days, 8:00:00"
52188,Juliusz,Kozdra,"2 days, 8:00:00"
76269,Roksana,Tylek,"2 days, 8:00:00"
65730,Leonard,Kliszcz,"2 days, 8:00:00"
29171,Leon,Filiks,"2 days, 8:00:00"
63244,Lidia,Danisz,"2 days, 8:00:00"
96066,Leon,Gros,"2 days, 8:00:00"
88610,Maurycy,Komander,"2 days, 8:00:00"
50522,Sylwia,Grzywnowicz,"2 days, 8:00:00"
13016,Jerzy,Kondej,"2 days, 8:00:00"
11983,Mieszko,Rembisz,"2 days, 8:00:00"
60438,Ksawery,Dzienniak,"2 days, 8:00:00"
18713,Kornelia,Buszkiewicz,"2 days, 8:00:00"
59473,Ewelina,Wydrych,"2 days, 8:00:00"
62147,Filip,Bulczak,"2 days, 8:00:00"
15816,Blanka,Dej,"2 days, 8:00:00"
26567,Tadeusz,Gierach,"2 days, 8:00:00"
48245,Kamil,Fac,"2 days, 8:00:00"
57846,Natasza,Basa,"2 days, 8:00:00"
96487,Emil,Nickel,"2 days, 8:00:00"
30673,Józef,Szramka,"2 days, 8:00:00"
104726,Gaja,Wąsala,"2 days, 8:00:00"
98177,Krystian,Sieczko,"2 days, 8:00:00"
28673,Nataniel,Gęgotek,"2 days, 8:00:00"
28224,Adam,Deptuch,"2 days, 8:00:00"
33689,Maksymilian,Zdancewicz,"2 days, 8:00:00"
14259,Cyprian,Bartel,"2 days, 8:00:00"
31922,Julita,Jodko,"2 days, 8:00:00"
51228,Jerzy,Porzucek,"2 days, 8:00:00"
45239,Kaja,Matejczuk,"2 days, 8:00:00"
104233,Ernest,Wojczuk,"2 days, 8:00:00"
67371,Karol,Kubiaczyk,"2 days, 8:00:00"
86157,Artur,Sobieszczyk,"2 days, 8:00:00"
27466,Rozalia,Łuczka,"2 days, 8:00:00"
59202,Norbert,Majerczyk,"2 days, 8:00:00"
16746,Kornel,Godzwon,"2 days, 8:00:00"
73921,Kalina,Rduch,"2 days, 0:00:00"
4517,Ignacy,Trochimiuk,"2 days, 0:00:00"
86071,Daniel,Kiljan,"2 days, 0:00:00"
87920,Mikołaj,Wojak,"2 days, 0:00:00"
97706,Nela,Matyjasek,"2 days, 0:00:00"
50221,Paweł,Soczewka,"2 days, 0:00:00"
20122,Dorota,Raźniak,"2 days, 0:00:00"
27179,Maurycy,Stępka,"2 days, 0:00:00"
30345,Kaja,Witas,"2 days, 0:00:00"
80390,Julita,Karpik,"2 days, 0:00:00"
78355,Agnieszka,Wiraszka,"2 days, 0:00:00"
99167,Konrad,Golus,"2 days, 0:00:00"
68562,Kaja,Masiak,"2 days, 0:00:00"
77027,Janina,Bluszcz,"2 days, 0:00:00"
36240,Rafał,Lenda,"2 days, 0:00:00"
52168,Tomasz,Pieczyrak,"2 days, 0:00:00"
70954,Dawid,Mirga,"2 days, 0:00:00"
91187,Aurelia,Durlej,"2 days, 0:00:00"
99188,Gustaw,Maligłówka,"2 days, 0:00:00"
75885,Krystyna,Kręcichwost,"2 days, 0:00:00"
85658,Olga,Stein,"2 days, 0:00:00"
101532,Piotr,Ciechowicz,"2 days, 0:00:00"
55327,Olaf,Kozon,"2 days, 0:00:00"
36512,Norbert,Kazimierczyk,"2 days, 0:00:00"
28870,Monika,Pietraś,"2 days, 0:00:00"
32552,Gustaw,Hermann,"2 days, 0:00:00"
15153,Krystyna,Wygoda,"2 days, 0:00:00"
19173,Fabian,Porzucek,"2 days, 0:00:00"
69752,Kornel,Klorek,"2 days, 0:00:00"
29114,Ewelina,Szpara,"2 days, 0:00:00"
93357,Emil,Rodzeń,"2 days, 0:00:00"
33471,Roksana,Gumieniak,"2 days, 0:00:00"
91209,Cezary,Bartocha,"2 days, 0:00:00"
49265,Natasza,Szpyrka,"2 days, 0:00:00"
54637,Klara,Ładniak,"2 days, 0:00:00"
80495,Leon,Matyszczak,"2 days, 0:00:00"
63182,Adrian,Zuziak,"2 days, 0:00:00"
65321,Konstanty,Staciwa,"2 days, 0:00:00"
101679,Patryk,Grębowiec,"2 days, 0:00:00"
27292,Kajetan,Folta,"2 days, 0:00:00"
88694,Tymon,Staniczek,"2 days, 0:00:00"
71921,Olaf,Kamieniarz,"2 days, 0:00:00"
77852,Norbert,Guziak,"2 days, 0:00:00"
71509,Konstanty,Gietka,"2 days, 0:00:00"
17713,Bartek,Kostek,"2 days, 0:00:00"
67082,Robert,Misztela,"2 days, 0:00:00"
80563,Angelika,Kotala,"2 days, 0:00:00"
29055,Nela,Jenek,"2 days, 0:00:00"
2623,Marika,Hermanowicz,"2 days, 0:00:00"
28310,Jerzy,Szynkiewicz,"2 days, 0:00:00"
4797,Maciej,Kwoka,"2 days, 0:00:00"
73373,Wiktor,Pitek,"2 days, 0:00:00"
60313,Kornelia,Cięciwa,"2 days, 0:00:00"
1937,Janina,Iciek,"2 days, 0:00:00"
63970,Iwo,Michniak,"2 days, 0:00:00"
43752,Wojciech,Trochimiuk,"2 days, 0:00:00"
87540,Adam,Wijata,"2 days, 0:00:00"
6176,Patryk,Gabryelczyk,"2 days, 0:00:00"
39495,Mariusz,Damps,"2 days, 0:00:00"
33550,Borys,Banachowicz,"2 days, 0:00:00"
29874,Dominik,Majtyka,"2 days, 0:00:00"
43838,Alex,Krajniak,"2 days, 0:00:00"
101871,Sonia,Rozynek,"2 days, 0:00:00"
7009,Ksawery,Syldatk,"2 days, 0:00:00"
73391,Julianna,Andruszko,"2 days, 0:00:00"
67095,Julita,Powązka,"2 days, 0:00:00"
72901,Sara,Koziatek,"2 days, 0:00:00"
63514,Apolonia,Walencik,"2 days, 0:00:00"
99483,Dawid,Oleszko,"2 days, 0:00:00"
29312,Nikodem,Drewniok,"2 days, 0:00:00"
68735,Oskar,Tasarz,"2 days, 0:00:00"
25067,Inga,Miśkowiec,"2 days, 0:00:00"
101937,Roksana,Tatarczuk,"2 days, 0:00:00"
24326,Andrzej,Sieg,"2 days, 0:00:00"
29238,Urszula,Szywała,"2 days, 0:00:00"
59012,Franciszek,Zubowicz,"2 days, 0:00:00"
86167,Monika,Tadla,"2 days, 0:00:00"
46686,Inga,Kwoka,"2 days, 0:00:00"
36995,Józef,Kubasiak,"2 days, 0:00:00"
29596,Mieszko,Juszczuk,"2 days, 0:00:00"
2323,Marika,Urynowicz,"2 days, 0:00:00"
97996,Franciszek,Dziechciarz,"2 days, 0:00:00"
80724,Adam,Simon,"2 days, 0:00:00"
93583,Tola,Kuzia,"2 days, 0:00:00"
38315,Agnieszka,Rećko,"2 days, 0:00:00"
59135,Antoni,Kałwa,"2 days, 0:00:00"
98028,Eryk,Bogdał,"2 days, 0:00:00"
19025,Mieszko,Sztuczka,"2 days, 0:00:00"
24204,Rozalia,Kiełek,"2 days, 0:00:00"
79407,Błażej,Kubów,"2 days, 0:00:00"
71531,Maurycy,Majdan,"2 days, 0:00:00"
91368,Karol,Ciećko,"2 days, 0:00:00"
21282,Leonard,Chlipała,"2 days, 0:00:00"
8785,Marcin,Mainka,"2 days, 0:00:00"
16458,Sonia,Heczko,"2 days, 0:00:00"
97037,Michał,Mroczko,"2 days, 0:00:00"
77921,Adrianna,Kurzac,"2 days, 0:00:00"
10418,Szymon,Herba,"2 days, 0:00:00"
61131,Wiktor,Krokosz,"2 days, 0:00:00"
99657,Ada,Jakoniuk,"2 days, 0:00:00"
62089,Nicole,Wilma,"2 days, 0:00:00"
60982,Anna Maria,Derek,"2 days, 0:00:00"
26617,Mieszko,Glenc,"2 days, 0:00:00"
24514,Natasza,Rząd,"2 days, 0:00:00"
62096,Igor,Pagacz,"2 days, 0:00:00"
96038,Stanisław,Namysł,"2 days, 0:00:00"
25816,Alex,Synak,"2 days, 0:00:00"
97071,Emil,Trzpil,"2 days, 0:00:00"
102258,Agnieszka,Hajduga,"2 days, 0:00:00"
15121,Szymon,Tłuczek,"2 days, 0:00:00"
33810,Artur,Melcer,"2 days, 0:00:00"
36541,Kaja,Brejnak,"2 days, 0:00:00"
47468,Urszula,Krzysztoszek,"2 days, 0:00:00"
83936,Radosław,Kotlarek,"2 days, 0:00:00"
99807,Przemysław,Bobak,"2 days, 0:00:00"
99829,Olgierd,Reimann,"2 days, 0:00:00"
28560,Tymon,Herdzik,"2 days, 0:00:00"
98157,Klara,Petryk,"2 days, 0:00:00"
40695,Albert,Frania,"2 days, 0:00:00"
50445,Adrianna,Bosek,"2 days, 0:00:00"
31456,Gabriel,Berg,"2 days, 0:00:00"
80961,Wojciech,Sadza,"2 days, 0:00:00"
66132,Artur,Ośka,"2 days, 0:00:00"
102461,Krzysztof,Adamaszek,"2 days, 0:00:00"
24785,Artur,Morys,"2 days, 0:00:00"
77407,Krzysztof,Rubin,"2 days, 0:00:00"
44623,Artur,Czuj,"2 days, 0:00:00"
20644,Sylwia,Janczarek,"2 days, 0:00:00"
6007,Monika,Szachniewicz,"2 days, 0:00:00"
43466,Jerzy,Dumin,"2 days, 0:00:00"
1182,Alex,Ligenza,"2 days, 0:00:00"
102618,Igor,Grądziel,"2 days, 0:00:00"
28660,Radosław,Kopała,"2 days, 0:00:00"
15702,Rozalia,Wyłupek,"2 days, 0:00:00"
8547,Szymon,Stanuch,"2 days, 0:00:00"
97135,Kornelia,Borzym,"2 days, 0:00:00"
72057,Albert,Langiewicz,"2 days, 0:00:00"
74124,Albert,Szczerbiak,"2 days, 0:00:00"
7131,Kamil,Klebba,"2 days, 0:00:00"
91530,Maksymilian,Karpik,"2 days, 0:00:00"
22612,Elżbieta,Uliczka,"2 days, 0:00:00"
79629,Ewelina,Kuczaj,"2 days, 0:00:00"
102762,Mikołaj,Ciuła,"2 days, 0:00:00"
70823,Aurelia,Drobot,"2 days, 0:00:00"
49619,Marcel,Przybyś,"2 days, 0:00:00"
4805,Kacper,Turlej,"2 days, 0:00:00"
31475,Przemysław,Mejer,"2 days, 0:00:00"
73572,Jerzy,Gniewek,"2 days, 0:00:00"
13033,Lidia,Kawulok,"2 days, 0:00:00"
81164,Tadeusz,Kasznia,"2 days, 0:00:00"
81165,Igor,Chwedczuk,"2 days, 0:00:00"
54215,Cyprian,Kaletka,"2 days, 0:00:00"
21340,Mariusz,Karpiak,"2 days, 0:00:00"
13903,Angelika,Dejneka,"2 days, 0:00:00"
3162,Jeremi,Jodko,"2 days, 0:00:00"
102891,Maciej,Gryga,"2 days, 0:00:00"
76271,Agnieszka,Jas,"2 days, 0:00:00"
100071,Robert,Cibor,"2 days, 0:00:00"
36893,Sara,Kiciak,"2 days, 0:00:00"
44076,Miłosz,Maziarczyk,"2 days, 0:00:00"
27650,Daniel,Olewniczak,"2 days, 0:00:00"
77602,Paweł,Zbrożek,"2 days, 0:00:00"
45297,Marcin,Supeł,"2 days, 0:00:00"
15099,Jan,Wojewódka,"2 days, 0:00:00"
18105,Ernest,Żurawik,"2 days, 0:00:00"
306,Nicole,Droździel,"2 days, 0:00:00"
37372,Ksawery,Jas,"2 days, 0:00:00"
13039,Julian,Pastuła,"2 days, 0:00:00"
59293,Marianna,Żółkiewicz,"2 days, 0:00:00"
67561,Jędrzej,Gierak,"2 days, 0:00:00"
4586,Cyprian,Berek,"2 days, 0:00:00"
97206,Kacper,Thiel,"2 days, 0:00:00"
49976,Kamila,Kijanka,"2 days, 0:00:00"
19736,Wiktor,Kunysz,"2 days, 0:00:00"
35900,Jerzy,Utrata,"2 days, 0:00:00"
1472,Krystyna,Sabak,"2 days, 0:00:00"
65445,Agnieszka,Skocz,"2 days, 0:00:00"
85069,Melania,Okła,"2 days, 0:00:00"
51474,Miłosz,Matula,"2 days, 0:00:00"
38599,Mikołaj,Krzosek,"2 days, 0:00:00"
62205,Kazimierz,Truchan,"2 days, 0:00:00"
1807,Liwia,Roszkiewicz,"2 days, 0:00:00"
27726,Michał,Szwałek,"2 days, 0:00:00"
53123,Kaja,Godzik,"2 days, 0:00:00"
14690,Juliusz,Wiech,"2 days, 0:00:00"
98446,Aniela,Piekacz,"2 days, 0:00:00"
103165,Patryk,Gotfryd,"2 days, 0:00:00"
71757,Błażej,Wojtoń,"2 days, 0:00:00"
100276,Grzegorz,Grzech,"2 days, 0:00:00"
44093,Sebastian,Osojca,"2 days, 0:00:00"
103203,Sara,Franc,"2 days, 0:00:00"
90917,Malwina,Jarosik,"2 days, 0:00:00"
48441,Krystyna,Łapot,"2 days, 0:00:00"
62232,Aleksander,Pompa,"2 days, 0:00:00"
12188,Maurycy,Basa,"2 days, 0:00:00"
33033,Ignacy,Feliksiak,"2 days, 0:00:00"
100309,Fabian,Nazarewicz,"2 days, 0:00:00"
39465,Maksymilian,Kołtuniak,"2 days, 0:00:00"
76392,Krzysztof,Maciejewicz,"2 days, 0:00:00"
18898,Krzysztof,Loba,"2 days, 0:00:00"
94259,Adrian,Gozdur,"2 days, 0:00:00"
74562,Nataniel,Powązka,"2 days, 0:00:00"
53200,Marcel,Malarczyk,"2 days, 0:00:00"
53203,Jędrzej,Skolik,"2 days, 0:00:00"
8285,Grzegorz,Przystupa,"2 days, 0:00:00"
88268,Witold,Szafarz,"2 days, 0:00:00"
75546,Nicole,Kozubal,"2 days, 0:00:00"
41649,Kamil,Brańka,"2 days, 0:00:00"
76446,Marcelina,Dziadkowiec,"2 days, 0:00:00"
92730,Tymon,Świergiel,"2 days, 0:00:00"
36736,Tomasz,Ciężka,"2 days, 0:00:00"
43516,Krystyna,Salomon,"2 days, 0:00:00"
81467,Iwo,Ruszel,"2 days, 0:00:00"
61175,Artur,Waraksa,"2 days, 0:00:00"
79862,Bianka,Maciejewicz,"2 days, 0:00:00"
100434,Marianna,Szmalec,"2 days, 0:00:00"
24399,Błażej,Żółkiewicz,"2 days, 0:00:00"
14959,Tadeusz,Mroczko,"2 days, 0:00:00"
34857,Tadeusz,Niedźwiadek,"2 days, 0:00:00"
89880,Grzegorz,Porzucek,"2 days, 0:00:00"
25284,Marika,Boryczko,"2 days, 0:00:00"
69197,Arkadiusz,Kurz,"2 days, 0:00:00"
30169,Krystian,Ziniewicz,"2 days, 0:00:00"
10483,Paweł,Fidler,"2 days, 0:00:00"
53311,Anna Maria,Tworzydło,"2 days, 0:00:00"
66310,Natan,Poniedziałek,"2 days, 0:00:00"
1107,Alex,Wasilewicz,"2 days, 0:00:00"
100493,Andrzej,Miśkowiec,"2 days, 0:00:00"
4418,Karina,Bodzak,"2 days, 0:00:00"
97350,Rafał,Sawko,"2 days, 0:00:00"
50060,Krystian,Chodak,"2 days, 0:00:00"
68309,Stefan,Patalas,"2 days, 0:00:00"
69950,Kalina,Noras,"2 days, 0:00:00"
62708,Kornel,Giża,"2 days, 0:00:00"
23201,Olga,Szajna,"2 days, 0:00:00"
103745,Marcel,Dering,"2 days, 0:00:00"
100619,Sandra,Hnat,"2 days, 0:00:00"
51688,Jacek,Pochroń,"2 days, 0:00:00"
42485,Marika,Pietrasz,"2 days, 0:00:00"
17965,Borys,Kwoka,"2 days, 0:00:00"
34181,Kornelia,Tatarczyk,"2 days, 0:00:00"
90573,Janina,Stawczyk,"2 days, 0:00:00"
67010,Sonia,Liśkiewicz,"2 days, 0:00:00"
9551,Wojciech,Kretek,"2 days, 0:00:00"
64778,Bruno,Matus,"2 days, 0:00:00"
5528,Krystyna,Wojtczuk,"2 days, 0:00:00"
89461,Hubert,Lisoń,"2 days, 0:00:00"
77473,Eryk,Krzysiek,"2 days, 0:00:00"
4466,Radosław,Bicz,"2 days, 0:00:00"
19540,Tadeusz,Gronkiewicz,"2 days, 0:00:00"
80051,Olga,Szeszko,"2 days, 0:00:00"
65829,Karina,Gamrat,"2 days, 0:00:00"
104028,Adrian,Pietrus,"2 days, 0:00:00"
31206,Natan,Początek,"2 days, 0:00:00"
13149,Krystian,Bryndza,"2 days, 0:00:00"
18328,Ignacy,Wicha,"2 days, 0:00:00"
104098,Alan,Mądrzyk,"2 days, 0:00:00"
53597,Rafał,Jama,"2 days, 0:00:00"
47749,Konrad,Ulewicz,"2 days, 0:00:00"
8762,Marcin,Chojna,"2 days, 0:00:00"
47205,Angelika,Dyszkiewicz,"2 days, 0:00:00"
57749,Anna Maria,Warzybok,"2 days, 0:00:00"
6189,Roksana,Robaszkiewicz,"2 days, 0:00:00"
41903,Ada,Wittbrodt,"2 days, 0:00:00"
2541,Marianna,Rębiś,"2 days, 0:00:00"
50808,Norbert,Piwowarek,"2 days, 0:00:00"
37846,Tymon,Nagel,"2 days, 0:00:00"
44606,Ida,Pasztaleniec,"2 days, 0:00:00"
18029,Karol,Krężołek,"2 days, 0:00:00"
28042,Jeremi,Malarczyk,"2 days, 0:00:00"
47785,Alex,Kunda,"2 days, 0:00:00"
91074,Emil,Zięcik,"2 days, 0:00:00"
32262,Julian,Rezler,"2 days, 0:00:00"
848,Kaja,Hak,"2 days, 0:00:00"
94937,Cezary,Romankiewicz,"2 days, 0:00:00"
31600,Eliza,Kapciak,"2 days, 0:00:00"
75714,Tola,Wons,"2 days, 0:00:00"
87442,Fabian,Nesterowicz,"2 days, 0:00:00"
33359,Bruno,Ropiak,"2 days, 0:00:00"
19615,Fabian,Morawiak,"2 days, 0:00:00"
64835,Aurelia,Podsiedlik,"2 days, 0:00:00"
626,Alan,Micał,"2 days, 0:00:00"
7222,Robert,Pleban,"2 days, 0:00:00"
24300,Dorota,Członka,"2 days, 0:00:00"
101083,Marika,Ruszel,"2 days, 0:00:00"
39264,Sara,Nieradzik,"2 days, 0:00:00"
53812,Nataniel,Zacharewicz,"2 days, 0:00:00"
30593,Kajetan,Moździerz,"2 days, 0:00:00"
21976,Kaja,Kwapień,"2 days, 0:00:00"
104538,Jan,Karyś,"2 days, 0:00:00"
31747,Kornelia,Działa,"2 days, 0:00:00"
40484,Jakub,Włodarz,"2 days, 0:00:00"
101114,Kaja,Klimko,"2 days, 0:00:00"
83256,Gustaw,Kuk,"2 days, 0:00:00"
721,Paweł,Myga,"2 days, 0:00:00"
11348,Józef,Wójcikiewicz,"2 days, 0:00:00"
80221,Miłosz,Latek,"2 days, 0:00:00"
51980,Oliwier,Szulim,"2 days, 0:00:00"
12410,Kornel,Kucz,"2 days, 0:00:00"
65901,Maurycy,Latoszek,"2 days, 0:00:00"
36611,Aurelia,Langa,"2 days, 0:00:00"
75767,Ewa,Wójs,"2 days, 0:00:00"
45495,Ignacy,Młotek,"2 days, 0:00:00"
58702,Franciszek,Gabrych,"2 days, 0:00:00"
57264,Ernest,Sieja,"2 days, 0:00:00"
76857,Adam,Kunysz,"2 days, 0:00:00"
87083,Kacper,Sołtan,"2 days, 0:00:00"
36612,Ewelina,Frelich,"2 days, 0:00:00"
78311,Nicole,Stoltman,"2 days, 0:00:00"
28154,Nikodem,Brodawka,"2 days, 0:00:00"
2750,Albert,Juras,"2 days, 0:00:00"
566,Kornelia,Glica,"2 days, 0:00:00"
85614,Paweł,Staniewicz,"2 days, 0:00:00"
101226,Alex,Weremczuk,"2 days, 0:00:00"
70770,Klara,Bluszcz,"2 days, 0:00:00"
82167,Sebastian,Różak,"2 days, 0:00:00"
7540,Gaja,Morys,"2 days, 0:00:00"
80257,Błażej,Hasiak,"2 days, 0:00:00"
92026,Kazimierz,Tereszkiewicz,"2 days, 0:00:00"
24668,Alex,Kempka,"2 days, 0:00:00"
65560,Aurelia,Kobza,"2 days, 0:00:00"
21523,Ksawery,Matyka,"2 days, 0:00:00"
44197,Urszula,Komisarczyk,"2 days, 0:00:00"
87477,Bruno,Nyk,"2 days, 0:00:00"
57608,Alex,Kosidło,"2 days, 0:00:00"
67356,Gabriel,Uzar,"2 days, 0:00:00"
86749,Monika,Małys,"2 days, 0:00:00"
89786,Emil,Ryguła,"2 days, 0:00:00"
65953,Robert,Bekus,"2 days, 0:00:00"
66876,Cezary,Wincenciak,"2 days, 0:00:00"
12900,Nikodem,Wilkos,"2 days, 0:00:00"
16194,Rafał,Przewoźna,"2 days, 0:00:00"
14732,Juliusz,Cąkała,"2 days, 0:00:00"
3901,Karina,Janisz,"2 days, 0:00:00"
69646,Mateusz,Leszczyk,"2 days, 0:00:00"
18392,Leon,Malisz,"2 days, 0:00:00"
7259,Eliza,Kiepura,"1 day, 16:00:00"
35534,Dominik,Fitrzyk,"1 day, 16:00:00"
20931,Anastazja,Foremniak,"1 day, 16:00:00"
89644,Marek,Szajna,"1 day, 16:00:00"
68960,Liwia,Bisaga,"1 day, 16:00:00"
52841,Sara,Motak,"1 day, 16:00:00"
59932,Dagmara,Prystupa,"1 day, 16:00:00"
64714,Dominik,Pikor,"1 day, 16:00:00"
81113,Marika,Han,"1 day, 16:00:00"
96961,Artur,Miętka,"1 day, 16:00:00"
79632,Klara,Mila,"1 day, 16:00:00"
6054,Norbert,Pachowicz,"1 day, 16:00:00"
87675,Przemysław,Godzisz,"1 day, 16:00:00"
68964,Józef,Błądek,"1 day, 16:00:00"
22143,Fryderyk,Jereczek,"1 day, 16:00:00"
27594,Urszula,Kwapis,"1 day, 16:00:00"
101796,Ida,Burczak,"1 day, 16:00:00"
89093,Karina,Sieja,"1 day, 16:00:00"
56237,Damian,Kamieniak,"1 day, 16:00:00"
87911,Adam,Cibor,"1 day, 16:00:00"
75192,Paweł,Mycek,"1 day, 16:00:00"
45802,Bianka,Skrobot,"1 day, 16:00:00"
55661,Wiktor,Sumera,"1 day, 16:00:00"
64342,Witold,Tylus,"1 day, 16:00:00"
78667,Maksymilian,Wasążnik,"1 day, 16:00:00"
30831,Monika,Szyca,"1 day, 16:00:00"
93464,Gaja,Konrad,"1 day, 16:00:00"
37494,Elżbieta,Fuławka,"1 day, 16:00:00"
20608,Elżbieta,Wojtoń,"1 day, 16:00:00"
